buh_empresa	buh_archivo	buh_fecha	buh_bodega	buh_codigo	buh_codigo_funcional	buh_codigo_vinculado	buh_codigo_generico	buh_estatus	buh_clasificacion	buh_responsable	buh_ctv	buh_pv	buh_precio_promocion	buh_promocion_desde	buh_promocion_hasta	buh_proveedor	buh_perfil	buh_horizonte	buh_tiempo_suministro	buh_frecuencia_reposicion	buh_gdb	buh_cam	buh_etapa	buh_nuevo_buffer_sugerido	buh_comportamiento	buh_consumo	buh_buffer_calculado	buh_cobertura_buffer	buh_cobertura_inventario_proyectado	buh_cobertura_pedido_minimo	buh_dias_desabastecimiento	buh_ventas_perdidas	buh_observaciones	buh_nuevo_buffer_real	buh_posponer_alerta_buf	buh_posponer_alerta_red	buh_posponer_alerta_gdb	buh_buffer_minimo	buh_buffer_maximo	buh_pedido_minimo	buh_redondeo_pedido_minimo	buh_pedido_minimo_grupo	buh_unidad_empaque	buh_redondeo_unidad_empaque	buh_porcentaje_atencion	buh_impacto_faltante	buh_buffer_actual	buh_zona_amarilla	buh_zona_roja	buh_color_inventario_fisico	buh_color_inventario_proyectado 	buh_ultimo_buffer	buh_buffer_anterior_estacion	buh_buffer_estacional	buh_inventario_proveedor	buh_inventario_fisico	buh_estado_inventario_fisico	buh_transito	buh_negociacion	buh_produccion	buh_embarcado	buh_comprometido	buh_backorder	buh_inventario_proyectado	buh_estado_inventario_proyectado	buh_ingresos	buh_egresos	buh_pedido_calculado_auxiliar	buh_pedido_calculado	buh_pedido_promedio	buh_pedido_real	buh_calendario_estacional	buh_accion_estacional	buh_etapa_estacional	buh_tdd	buh_idd	buh_roi_pasado	buh_roi_proyectado	buh_velocity	buh_nivel_servicio	buh_ultimo_cambio	buh_nuevo_inicio_horizonte	buh_inicio_horizonte	buh_fin_horizonte	buh_ultima_transferencia_ini	buh_ultima_transferencia_fin	buh_variabilidad	buh_rojo_acumulado	buh_negro	buh_rojo	buh_amarillo	buh_verde	buh_lila	emp_nombre	bod_nombre	ach_nombre	pro_nombre	pre_nombre	pro_descripcion	pro_grupo	pro_linea	pro_sublinea	pro_modelo	pro_familia	pro_subamilia 	pro_categoria	pro_tipo	pro_marca	pro_cat_management
1	1	2016-03-04	Bodega Central Agrota	110111151756893	\N	EC-17722005730	0	0	0	0	2.96	14.67	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-72	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	84.00	56.00	28.00	L	L	120.00	\N	\N	1000000000.00	91.00	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	91.00	-0.08	0.00	0.00	\N	0.00	23.00	10.00	\N	\N	\N	0.00	20.72	0.00	17.26	0.00	1.00	2015-10-07	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	RESORTE ARRANCADOR B450 GP450  (A504000140)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110111173831205	\N	EC-A021002120	0	0	0	0	19.02	50.74	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	2.00	\N	\N	Default	\N	\N	=	1.00	\N	4.00	3.00	1.00	L	L	4.00	\N	\N	1000000000.00	5.00	-0.25	0.00	0.00	0.00	0.00	0.00	0.00	5.00	-0.25	0.00	0.00	\N	0.00	1.00	\N	\N	\N	\N	0.00	19.02	0.00	7.28	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CARBURADOR 22F-22C	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110112131038142	\N	EC-X411001151	0	0	0	0	21.18	52.73	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	1.00	\N	\N	Default	\N	\N	=	1.00	\N	1.00	1.00	0.50	A	A	1.00	\N	\N	1000000000.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	6.50	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.07	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CUCHILLA ACC CORTASETOS (X411001150)	REPUESTOS ULTILITARIOS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110112131322535	\N	EC-P004002860	0	0	0	0	2.18	6.88	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	2.00	=	1.00	\N	8.00	5.00	3.00	L	L	8.00	\N	\N	1000000000.00	15.00	-0.88	0.00	0.00	0.00	0.00	0.00	0.00	15.00	-0.88	0.00	0.00	\N	0.00	2.00	\N	\N	\N	\N	0.00	15.26	0.00	9.41	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	AGUJA ES726 (68501-81490)	REPUESTOS FUMIGACION	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	10	2016-03-14	Bodega Central Agrota	110112160243767	\N	EC-SRM-4300F	0	0	0	0	245.84	652.16	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-14	120.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	2.00	Default	\N	2.00	=	1.00	\N	90.00	60.00	30.00	R	L	85.00	\N	\N	1000000000.00	26.00	0.71	40.00	0.00	0.00	0.00	0.00	40.00	106.00	-0.18	0.00	0.00	\N	0.00	25.00	5.00	\N	\N	\N	1625.28	0.00	0.00	7.21	0.00	1.00	2015-12-14	2015-12-28	2015-12-28	2016-03-14	\N	\N	0.00	44.00	0.00	0.18	0.00	0.00	0.00	AGROTA	Bodega Central Agrota	Maquinaria.xlsm	Echo	USA	DESMALEZADORA SRM 4300F	MOTOGUADAÑA ECHO	AGROFORESTAL	\N	\N	\N	\N	DESMALEZADORA ECHO	\N	ECHO	\N
1	1	2016-03-04	Bodega Central Agrota	110112171850589	\N	EC-V322000040	0	0	0	0	0.32	1.15	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-14	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	2.00	=	1.00	\N	7.00	5.00	2.00	L	L	10.00	\N	\N	1000000000.00	10.00	-0.43	0.00	0.00	0.00	0.00	0.00	0.00	10.00	-0.43	0.00	0.00	\N	0.00	2.00	\N	\N	\N	\N	0.00	0.96	0.00	11.32	0.00	1.00	2015-12-04	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	AISLADOR DE BOBINA B530-22F (70030-71620)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110112172126838	\N	EC-A200000500	0	0	0	0	2.61	9.99	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-84	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	4.00	\N	\N	Default	\N	\N	=	1.00	\N	6.00	4.00	2.00	V	V	4.00	\N	\N	1000000000.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	\N	0.00	2.00	\N	\N	\N	\N	0.00	0.00	0.00	12.34	0.00	1.00	2015-09-25	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.07	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	AISLADOR CONDENSADOR ES726	REPUESTOS FUMIGACION	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110112172405771	\N	EC-V420002390	0	0	0	0	0.31	1.33	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-72	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	320.00	213.00	106.00	A	A	240.00	\N	\N	1000000000.00	184.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00	184.00	0.43	0.00	0.00	\N	135.00	87.00	\N	\N	\N	\N	0.00	0.00	0.00	14.36	0.00	1.00	2015-10-07	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.07	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	AMORTIGUADOR B450-C350 (20010-86130)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110112172935929	\N	EC-90072000012	0	0	0	0	0.37	1.19	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	45.00	30.00	15.00	L	L	45.00	\N	\N	1000000000.00	51.00	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	51.00	-0.13	0.00	0.00	\N	0.00	12.00	\N	\N	\N	\N	0.00	2.22	0.00	9.67	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	O RING BOQUILLA Y CAJA ES726 SRM270-3605-4605	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	ECHO	\N
1	1	2016-03-04	Bodega Central Agrota	110112173348634	\N	EC-9242435000	0	0	0	0	0.44	1.97	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-261	10.00	\N	0.00	0.00	0.00	0.00	0.00	7	0.00	\N	\N	\N	\N	\N	6.00	\N	\N	Default	\N	2.00	=	1.00	\N	7.00	5.00	2.00	N	L	7.00	\N	\N	1000000000.00	0.00	1.00	8.00	0.00	0.00	0.00	0.00	8.00	16.00	-1.29	0.00	0.00	\N	0.00	2.00	\N	\N	\N	\N	3.06	0.00	0.00	15.17	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	1.00	8.00	0.07	0.00	0.00	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	ANILLO SEGUER C350-B450-B530	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110112173554448	\N	EC-V580000110	0	0	0	0	0.19	0.69	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	30.00	20.00	10.00	L	L	30.00	\N	\N	1000000000.00	41.00	-0.37	0.00	0.00	0.00	0.00	0.00	0.00	41.00	-0.37	0.00	0.00	\N	0.00	8.00	\N	\N	\N	\N	0.00	2.09	0.00	11.48	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	SEGURO BULON PISTON B450 (22100-41230)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113092000805	\N	EC-A023000230	0	0	0	0	1.94	6.36	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	\N	=	1.00	\N	0.00	0.00	0.00	G	G	0.00	\N	\N	1000000000.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CA BASE FILTRO AIRE P230 (70140-81710)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113092703677	\N	EC-A411000880	0	0	0	0	10.62	31.99	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	2.00	=	1.00	\N	10.00	7.00	3.00	L	L	10.00	\N	\N	1000000000.00	12.00	-0.20	0.00	0.00	0.00	0.00	0.00	0.00	12.00	-0.20	0.00	0.00	\N	0.00	3.00	\N	\N	\N	\N	0.00	21.24	0.00	8.78	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	BOBINA C230-P230 (20016-71601)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113093007056	\N	EC-A411000910	0	0	0	0	15.70	48.25	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	3.00	\N	3.00	Default	\N	2.00	=	1.00	\N	8.00	5.00	3.00	L	L	8.00	\N	\N	1000000000.00	11.00	-0.38	0.00	0.00	0.00	0.00	0.00	0.00	11.00	-0.38	0.00	0.00	\N	0.00	2.00	\N	\N	\N	\N	0.00	47.10	0.00	9.05	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.05	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	BOBINA C270	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113093311106	\N	EC-A411001080	0	0	0	0	8.25	34.81	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	\N	=	1.00	\N	1.00	1.00	0.50	L	L	1.00	\N	\N	1000000000.00	6.00	-5.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	-5.00	0.00	0.00	\N	0.00	0.00	\N	\N	\N	\N	0.00	41.25	0.00	14.05	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CA BOBINA AZUL PAQUEÑA 757	REPUESTOS MOTOSIERRAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113094009002	\N	EC-V043000540	0	0	0	0	10.60	36.11	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-72	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	27.00	18.00	9.00	V	L	20.00	\N	\N	1000000000.00	24.00	0.11	5.00	0.00	0.00	0.00	0.00	5.00	34.00	-0.26	0.00	0.00	\N	0.00	7.00	5.00	\N	\N	\N	0.00	0.00	0.00	10.50	0.00	1.00	2015-10-07	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.07	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CABLE ACELERADOR (B) MANUBRIO B530 B450 C350	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113094747707	\N	EC-P022025180	0	0	0	0	11.54	36.11	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	15.00	10.00	5.00	L	L	15.00	\N	\N	1000000000.00	17.00	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	17.00	-0.13	0.00	0.00	\N	0.00	4.00	\N	\N	\N	\N	0.00	23.08	0.00	9.29	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CABLE ACELERADOR KIT LARGO B450	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113095106312	\N	EC-V043000530	0	0	0	0	13.70	30.05	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-84	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	40.00	27.00	13.00	V	L	30.00	\N	\N	1000000000.00	34.00	0.15	10.00	0.00	0.00	0.00	0.00	10.00	54.00	-0.35	0.00	0.00	\N	0.00	11.00	\N	\N	\N	\N	0.00	0.00	0.00	5.21	0.00	1.00	2015-09-25	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.07	0.00	0.00	0.00	0.00	0.07	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CABLE ACELERADOR B450AUS (72451-14570)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113095348631	\N	EC-P021048040	0	0	0	0	24.16	73.58	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	15.00	10.00	5.00	A	L	15.00	\N	\N	1000000000.00	10.00	0.33	5.00	0.00	0.00	0.00	0.00	5.00	20.00	-0.33	0.00	0.00	\N	0.00	4.00	\N	\N	\N	\N	0.00	0.00	0.00	8.93	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.07	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CAJA DE ENGRANAJE C230-22C (63901-63022) (EC-C051000680)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113095700091	\N	EC-P021048050	0	0	0	0	57.43	125.01	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-84	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	5.00	=	1.00	\N	72.00	48.00	24.00	V	V	54.00	\N	\N	1000000000.00	55.00	0.24	5.00	0.00	0.00	0.00	0.00	5.00	65.00	0.10	0.00	0.00	\N	5.00	20.00	5.00	\N	\N	\N	0.00	0.00	0.00	5.13	0.00	1.00	2015-09-25	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.01	0.00	0.00	0.00	0.00	0.07	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CAJA DE ENGRANAJES B450 - B45LA (C051000600)(..603) COMPLETA	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113100344243	\N	EC-A021002570	0	0	0	0	29.96	76.38	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	9.00	\N	\N	Default	\N	5.00	=	1.00	\N	45.00	30.00	15.00	A	A	45.00	\N	\N	1000000000.00	28.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	28.00	0.38	0.00	0.00	\N	15.00	12.00	\N	\N	\N	\N	0.00	0.00	0.00	6.76	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.02	0.00	0.00	0.00	0.07	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CARBURADOR B530 (62035-81013)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113100735421	\N	EC-A020000080	0	0	0	0	28.32	66.86	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	4.00	\N	\N	Default	\N	\N	=	1.00	\N	3.00	2.00	1.00	L	L	3.00	\N	\N	1000000000.00	5.00	-0.67	0.00	0.00	0.00	0.00	0.00	0.00	5.00	-0.67	0.00	0.00	\N	0.00	1.00	\N	\N	\N	\N	0.00	56.64	0.00	5.94	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CARBURADOR BP35 (20055-81004)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113101101467	\N	EC-A021002690	0	0	0	0	26.80	58.05	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	+-	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	2.00	\N	\N	Default	\N	\N	=	1.00	\N	2.00	2.00	1.00	A	A	2.00	\N	\N	1000000000.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	\N	0.00	1.00	\N	\N	\N	\N	0.00	0.00	0.00	5.09	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.07	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CARBURADOR HT230	REPUESTOS ULTILITARIOS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113101809159	\N	EC-A130001390	0	0	0	0	6.23	57.04	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-14	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	\N	Default	\N	\N	=	1.00	\N	2.00	2.00	1.00	L	L	4.00	\N	\N	1000000000.00	3.00	-0.50	0.00	0.00	0.00	0.00	0.00	0.00	3.00	-0.50	0.00	0.00	\N	0.00	1.00	\N	\N	\N	\N	0.00	6.23	0.00	35.59	0.00	1.00	2015-12-04	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CILINDRO C230-ES726-M230-P230 (20016-12112)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
1	1	2016-03-04	Bodega Central Agrota	110113102119527	\N	EC-A130001381	0	0	0	0	23.89	57.04	0.00	1899-12-30	1899-12-30	1	1	11.00	8.00	3.00	1	\N	LIBRE-261	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	0.00	\N	\N	Default	\N	\N	=	1.00	\N	1.00	1.00	0.50	L	L	1.00	\N	\N	1000000000.00	3.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	-2.00	0.00	0.00	\N	0.00	0.00	\N	\N	\N	\N	0.00	47.78	0.00	6.06	0.00	1.00	2015-04-01	2015-12-18	2015-12-18	2016-03-04	\N	\N	0.00	0.00	0.00	0.00	0.00	0.00	0.07	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA	CILINDRO C230-HT230 (A130001380)	REPUESTOS DESMALEZADORAS	AGROFORESTAL	\N	\N	\N	\N	REPUESTOS ECHO Y SHINDAIWA	\N	SHINDAIWA	\N
